dataset,id,workload,stage,operator,shape_args,scenario,pytorchsim_cycles,pytorchsim_latency_us,peak_scale_vs_current_rtl,note,compute_cycles,weight_load_cycles,activation_load_cycles,output_store_cycles,metadata_cycles,outlier_cycles,shift_add_cycles,noc_reduce_cycles,total_cycles,flood_cycles,flood_latency_us,speedup_vs_pytorchsim,compute_utilization
synthetic_unet_trace,trace_conv_006,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.proj_in,conv,1 32 32 64 64 1 1 0,flood_aggressive,2117.0,2.252127659574468,8.0,equal peak + aggressive sensitivity assumptions,76.8,10.4,166.4,166.4,8.32,4.992,0.0,8.0,366.112,366.112,0.389481,5.782384,1.0
synthetic_unet_trace,trace_gemm_007,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,gemm,1024 64 64,current_rtl,1804.0,1.9191489361702128,8.0,current visible FLOOD RTL scale,1024.0,128.0,2048.0,2048.0,0.0,0.0,0.0,1.0,4131.0,4131.0,4.394681,0.436698,1.0
synthetic_unet_trace,trace_gemm_007,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,gemm,1024 64 64,equal_peak_dense,1804.0,1.9191489361702128,8.0,equal peak MAC/cycle normalization only,128.0,16.0,256.0,256.0,0.0,0.0,0.0,0.125,512.125,512.125,0.544814,3.522577,1.0
synthetic_unet_trace,trace_gemm_007,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,gemm,1024 64 64,flood_conservative,1804.0,1.9191489361702128,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,115.2,13.6,217.6,217.6,6.528,4.352,0.0,0.125,456.205,456.205,0.485324,3.954363,1.0
synthetic_unet_trace,trace_gemm_007,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,gemm,1024 64 64,flood_main,1804.0,1.9191489361702128,8.0,equal peak + main FLOOD paper-level assumptions,96.0,12.0,192.0,192.0,7.68,3.84,0.0,0.125,405.645,405.645,0.431537,4.447238,1.0
synthetic_unet_trace,trace_gemm_007,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,gemm,1024 64 64,flood_aggressive,1804.0,1.9191489361702128,8.0,equal peak + aggressive sensitivity assumptions,76.8,10.4,166.4,166.4,8.32,4.992,0.0,0.125,358.237,358.237,0.381103,5.035772,1.0
synthetic_unet_trace,trace_gemm_008,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,gemm,77 768 64,current_rtl,1694.0,1.8021276595744682,8.0,current visible FLOOD RTL scale,960.0,1536.0,1848.0,154.0,0.0,0.0,0.0,1.0,2037.0,2037.0,2.167021,0.831615,0.9625
synthetic_unet_trace,trace_gemm_008,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,gemm,77 768 64,equal_peak_dense,1694.0,1.8021276595744682,8.0,equal peak MAC/cycle normalization only,120.0,192.0,231.0,19.25,0.0,0.0,0.0,0.125,250.375,250.375,0.266356,6.765851,0.9625
synthetic_unet_trace,trace_gemm_008,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,gemm,77 768 64,flood_conservative,1694.0,1.8021276595744682,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,108.0,163.2,196.35,16.3625,5.8905,3.927,0.0,0.125,232.655,232.655,0.247505,7.281167,0.9625
synthetic_unet_trace,trace_gemm_008,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,gemm,77 768 64,flood_main,1694.0,1.8021276595744682,8.0,equal peak + main FLOOD paper-level assumptions,90.0,144.0,173.25,14.4375,6.93,3.465,0.0,0.125,208.2075,208.2075,0.221497,8.136114,0.9625
synthetic_unet_trace,trace_gemm_008,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,gemm,77 768 64,flood_aggressive,1694.0,1.8021276595744682,8.0,equal peak + aggressive sensitivity assumptions,72.0,124.8,150.15,12.5125,7.5075,4.5045,0.0,0.125,186.7995,186.7995,0.198723,9.068547,0.9625
synthetic_unet_trace,trace_gemm_009,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,1024 64 512,current_rtl,6802.0,7.236170212765957,8.0,current visible FLOOD RTL scale,8192.0,1024.0,2048.0,16384.0,0.0,0.0,0.0,15.0,24767.0,24767.0,26.347872,0.27464,1.0
synthetic_unet_trace,trace_gemm_009,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,1024 64 512,equal_peak_dense,6802.0,7.236170212765957,8.0,equal peak MAC/cycle normalization only,1024.0,128.0,256.0,2048.0,0.0,0.0,0.0,1.875,3073.875,3073.875,3.27008,2.212842,1.0
synthetic_unet_trace,trace_gemm_009,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,1024 64 512,flood_conservative,6802.0,7.236170212765957,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,921.6,108.8,217.6,1740.8,27.648,18.432,0.0,1.875,2720.355,2720.355,2.893995,2.500409,1.0
synthetic_unet_trace,trace_gemm_009,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,1024 64 512,flood_main,6802.0,7.236170212765957,8.0,equal peak + main FLOOD paper-level assumptions,768.0,96.0,192.0,1536.0,30.72,15.36,0.0,1.875,2361.955,2361.955,2.512718,2.879818,1.0
synthetic_unet_trace,trace_gemm_009,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,1024 64 512,flood_aggressive,6802.0,7.236170212765957,8.0,equal peak + aggressive sensitivity assumptions,614.4,83.2,166.4,1331.2,30.72,18.432,0.0,1.875,2008.627,2008.627,2.136837,3.386393,1.0
synthetic_unet_trace,trace_gemm_010,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,gemm,1024 256 64,current_rtl,3611.0,3.8414893617021275,8.0,current visible FLOOD RTL scale,4096.0,512.0,8192.0,2048.0,0.0,0.0,0.0,1.0,10275.0,10275.0,10.930851,0.351436,1.0
synthetic_unet_trace,trace_gemm_010,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,gemm,1024 256 64,equal_peak_dense,3611.0,3.8414893617021275,8.0,equal peak MAC/cycle normalization only,512.0,64.0,1024.0,256.0,0.0,0.0,0.0,0.125,1280.125,1280.125,1.361835,2.820818,1.0
synthetic_unet_trace,trace_gemm_010,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,gemm,1024 256 64,flood_conservative,3611.0,3.8414893617021275,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,460.8,54.4,870.4,217.6,26.112,17.408,0.0,0.125,1141.645,1141.645,1.214516,3.16298,1.0
synthetic_unet_trace,trace_gemm_010,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,gemm,1024 256 64,flood_main,3611.0,3.8414893617021275,8.0,equal peak + main FLOOD paper-level assumptions,384.0,48.0,768.0,192.0,30.72,15.36,0.0,0.125,1016.205,1016.205,1.081069,3.553417,1.0
synthetic_unet_trace,trace_gemm_010,Synthetic_UNet2DCondition_trace,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,gemm,1024 256 64,flood_aggressive,3611.0,3.8414893617021275,8.0,equal peak + aggressive sensitivity assumptions,307.2,41.6,665.6,166.4,33.28,19.968,0.0,0.125,897.373,897.373,0.954652,4.023968,1.0
synthetic_unet_trace,trace_conv_011,Synthetic_UNet2DCondition_trace,down_blocks.0.downsamplers.0.conv,conv,1 32 32 64 64 3 2 1,current_rtl,2745.0,2.9202127659574466,8.0,current visible FLOOD RTL scale,2304.0,1152.0,4608.0,512.0,0.0,0.0,64.0,16.0,5234.0,5234.0,5.568085,0.524455,1.0
synthetic_unet_trace,trace_conv_011,Synthetic_UNet2DCondition_trace,down_blocks.0.downsamplers.0.conv,conv,1 32 32 64 64 3 2 1,equal_peak_dense,2745.0,2.9202127659574466,8.0,equal peak MAC/cycle normalization only,288.0,144.0,576.0,64.0,0.0,0.0,8.0,2.0,650.0,650.0,0.691489,4.223077,1.0
synthetic_unet_trace,trace_conv_011,Synthetic_UNet2DCondition_trace,down_blocks.0.downsamplers.0.conv,conv,1 32 32 64 64 3 2 1,flood_conservative,2745.0,2.9202127659574466,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,259.2,122.4,489.6,54.4,14.688,9.792,8.0,2.0,588.48,588.48,0.626043,4.66456,1.0
synthetic_unet_trace,trace_conv_011,Synthetic_UNet2DCondition_trace,down_blocks.0.downsamplers.0.conv,conv,1 32 32 64 64 3 2 1,flood_main,2745.0,2.9202127659574466,8.0,equal peak + main FLOOD paper-level assumptions,216.0,108.0,432.0,48.0,17.28,8.64,8.0,2.0,525.92,525.92,0.559489,5.219425,1.0
synthetic_unet_trace,trace_conv_011,Synthetic_UNet2DCondition_trace,down_blocks.0.downsamplers.0.conv,conv,1 32 32 64 64 3 2 1,flood_aggressive,2745.0,2.9202127659574466,8.0,equal peak + aggressive sensitivity assumptions,172.8,93.6,374.4,41.6,18.72,11.232,8.0,2.0,467.952,467.952,0.497821,5.865986,1.0
synthetic_unet_trace,trace_conv_012,Synthetic_UNet2DCondition_trace,down_blocks.1.resnets.0.conv1,conv,1 16 16 64 64 3 1 1,current_rtl,2292.0,2.4382978723404256,8.0,current visible FLOOD RTL scale,2304.0,1152.0,4608.0,512.0,0.0,0.0,64.0,16.0,5234.0,5234.0,5.568085,0.437906,1.0
synthetic_unet_trace,trace_conv_012,Synthetic_UNet2DCondition_trace,down_blocks.1.resnets.0.conv1,conv,1 16 16 64 64 3 1 1,equal_peak_dense,2292.0,2.4382978723404256,8.0,equal peak MAC/cycle normalization only,288.0,144.0,576.0,64.0,0.0,0.0,8.0,2.0,650.0,650.0,0.691489,3.526154,1.0
synthetic_unet_trace,trace_conv_012,Synthetic_UNet2DCondition_trace,down_blocks.1.resnets.0.conv1,conv,1 16 16 64 64 3 1 1,flood_conservative,2292.0,2.4382978723404256,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,259.2,122.4,489.6,54.4,14.688,9.792,8.0,2.0,588.48,588.48,0.626043,3.89478,1.0
synthetic_unet_trace,trace_conv_012,Synthetic_UNet2DCondition_trace,down_blocks.1.resnets.0.conv1,conv,1 16 16 64 64 3 1 1,flood_main,2292.0,2.4382978723404256,8.0,equal peak + main FLOOD paper-level assumptions,216.0,108.0,432.0,48.0,17.28,8.64,8.0,2.0,525.92,525.92,0.559489,4.358077,1.0
synthetic_unet_trace,trace_conv_012,Synthetic_UNet2DCondition_trace,down_blocks.1.resnets.0.conv1,conv,1 16 16 64 64 3 1 1,flood_aggressive,2292.0,2.4382978723404256,8.0,equal peak + aggressive sensitivity assumptions,172.8,93.6,374.4,41.6,18.72,11.232,8.0,2.0,467.952,467.952,0.497821,4.897938,1.0
synthetic_unet_trace,trace_conv_013,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.proj_in,conv,1 16 16 64 64 1 1 0,current_rtl,999.0,1.0627659574468085,8.0,current visible FLOOD RTL scale,256.0,128.0,512.0,512.0,0.0,0.0,0.0,16.0,1074.0,1074.0,1.142553,0.930168,1.0
synthetic_unet_trace,trace_conv_013,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.proj_in,conv,1 16 16 64 64 1 1 0,equal_peak_dense,999.0,1.0627659574468085,8.0,equal peak MAC/cycle normalization only,32.0,16.0,64.0,64.0,0.0,0.0,0.0,2.0,130.0,130.0,0.138298,7.684615,1.0
synthetic_unet_trace,trace_conv_013,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.proj_in,conv,1 16 16 64 64 1 1 0,flood_conservative,999.0,1.0627659574468085,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,28.8,13.6,54.4,54.4,1.632,1.088,0.0,2.0,123.52,123.52,0.131404,8.087759,1.0
synthetic_unet_trace,trace_conv_013,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.proj_in,conv,1 16 16 64 64 1 1 0,flood_main,999.0,1.0627659574468085,8.0,equal peak + main FLOOD paper-level assumptions,24.0,12.0,48.0,48.0,1.92,0.96,0.0,2.0,110.88,110.88,0.117957,9.00974,1.0
synthetic_unet_trace,trace_conv_013,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.proj_in,conv,1 16 16 64 64 1 1 0,flood_aggressive,999.0,1.0627659574468085,8.0,equal peak + aggressive sensitivity assumptions,19.2,10.4,41.6,41.6,2.08,1.248,0.0,2.0,100.528,100.528,0.106945,9.93753,1.0
synthetic_unet_trace,trace_gemm_014,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,gemm,256 64 64,current_rtl,940.0,1.0,8.0,current visible FLOOD RTL scale,256.0,128.0,512.0,512.0,0.0,0.0,0.0,1.0,1059.0,1059.0,1.126596,0.88763,1.0
synthetic_unet_trace,trace_gemm_014,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,gemm,256 64 64,equal_peak_dense,940.0,1.0,8.0,equal peak MAC/cycle normalization only,32.0,16.0,64.0,64.0,0.0,0.0,0.0,0.125,128.125,128.125,0.136303,7.336585,1.0
synthetic_unet_trace,trace_gemm_014,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,gemm,256 64 64,flood_conservative,940.0,1.0,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,28.8,13.6,54.4,54.4,1.632,1.088,0.0,0.125,121.645,121.645,0.12941,7.727404,1.0
synthetic_unet_trace,trace_gemm_014,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,gemm,256 64 64,flood_main,940.0,1.0,8.0,equal peak + main FLOOD paper-level assumptions,24.0,12.0,48.0,48.0,1.92,0.96,0.0,0.125,109.005,109.005,0.115963,8.623458,1.0
synthetic_unet_trace,trace_gemm_014,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.attn1.to_q,gemm,256 64 64,flood_aggressive,940.0,1.0,8.0,equal peak + aggressive sensitivity assumptions,19.2,10.4,41.6,41.6,2.08,1.248,0.0,0.125,98.653,98.653,0.10495,9.528347,1.0
synthetic_unet_trace,trace_gemm_015,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,256 64 512,current_rtl,2131.0,2.2670212765957447,8.0,current visible FLOOD RTL scale,2048.0,1024.0,512.0,4096.0,0.0,0.0,0.0,15.0,6335.0,6335.0,6.739362,0.336385,1.0
synthetic_unet_trace,trace_gemm_015,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,256 64 512,equal_peak_dense,2131.0,2.2670212765957447,8.0,equal peak MAC/cycle normalization only,256.0,128.0,64.0,512.0,0.0,0.0,0.0,1.875,769.875,769.875,0.819016,2.767982,1.0
synthetic_unet_trace,trace_gemm_015,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,256 64 512,flood_conservative,2131.0,2.2670212765957447,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,230.4,108.8,54.4,435.2,6.912,4.608,0.0,1.875,688.995,688.995,0.732973,3.092911,1.0
synthetic_unet_trace,trace_gemm_015,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,256 64 512,flood_main,2131.0,2.2670212765957447,8.0,equal peak + main FLOOD paper-level assumptions,192.0,96.0,48.0,384.0,7.68,3.84,0.0,1.875,599.395,599.395,0.637654,3.555252,1.0
synthetic_unet_trace,trace_gemm_015,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj,gemm,256 64 512,flood_aggressive,2131.0,2.2670212765957447,8.0,equal peak + aggressive sensitivity assumptions,153.6,83.2,41.6,332.8,7.68,4.608,0.0,1.875,512.563,512.563,0.54528,4.157538,1.0
synthetic_unet_trace,trace_gemm_016,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.2,gemm,256 256 64,current_rtl,1513.0,1.6095744680851063,8.0,current visible FLOOD RTL scale,1024.0,512.0,2048.0,512.0,0.0,0.0,0.0,1.0,2595.0,2595.0,2.760638,0.583044,1.0
synthetic_unet_trace,trace_gemm_016,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.2,gemm,256 256 64,equal_peak_dense,1513.0,1.6095744680851063,8.0,equal peak MAC/cycle normalization only,128.0,64.0,256.0,64.0,0.0,0.0,0.0,0.125,320.125,320.125,0.340559,4.726279,1.0
synthetic_unet_trace,trace_gemm_016,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.2,gemm,256 256 64,flood_conservative,1513.0,1.6095744680851063,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,115.2,54.4,217.6,54.4,6.528,4.352,0.0,0.125,293.005,293.005,0.311707,5.163734,1.0
synthetic_unet_trace,trace_gemm_016,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.2,gemm,256 256 64,flood_main,1513.0,1.6095744680851063,8.0,equal peak + main FLOOD paper-level assumptions,96.0,48.0,192.0,48.0,7.68,3.84,0.0,0.125,261.645,261.645,0.278346,5.782644,1.0
synthetic_unet_trace,trace_gemm_016,Synthetic_UNet2DCondition_trace,mid_block.attentions.0.transformer_blocks.0.ff.net.2,gemm,256 256 64,flood_aggressive,1513.0,1.6095744680851063,8.0,equal peak + aggressive sensitivity assumptions,76.8,41.6,166.4,41.6,8.32,4.992,0.0,0.125,233.437,233.437,0.248337,6.481406,1.0
synthetic_unet_trace,trace_conv_017,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv1,conv,1 16 16 128 64 3 1 1,current_rtl,2877.0,3.0606382978723405,8.0,current visible FLOOD RTL scale,4608.0,2304.0,9216.0,512.0,0.0,0.0,64.0,16.0,9842.0,9842.0,10.470213,0.292319,1.0
synthetic_unet_trace,trace_conv_017,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv1,conv,1 16 16 128 64 3 1 1,equal_peak_dense,2877.0,3.0606382978723405,8.0,equal peak MAC/cycle normalization only,576.0,288.0,1152.0,64.0,0.0,0.0,8.0,2.0,1226.0,1226.0,1.304255,2.346656,1.0
synthetic_unet_trace,trace_conv_017,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv1,conv,1 16 16 128 64 3 1 1,flood_conservative,2877.0,3.0606382978723405,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,518.4,244.8,979.2,54.4,29.376,19.584,8.0,2.0,1102.56,1102.56,1.172936,2.609382,1.0
synthetic_unet_trace,trace_conv_017,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv1,conv,1 16 16 128 64 3 1 1,flood_main,2877.0,3.0606382978723405,8.0,equal peak + main FLOOD paper-level assumptions,432.0,216.0,864.0,48.0,34.56,17.28,8.0,2.0,983.84,983.84,1.046638,2.924256,1.0
synthetic_unet_trace,trace_conv_017,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv1,conv,1 16 16 128 64 3 1 1,flood_aggressive,2877.0,3.0606382978723405,8.0,equal peak + aggressive sensitivity assumptions,345.6,187.2,748.8,41.6,37.44,22.464,8.0,2.0,872.304,872.304,0.927983,3.298162,1.0
synthetic_unet_trace,trace_conv_018,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv_shortcut,conv,1 16 16 128 64 1 1 0,current_rtl,1120.0,1.1914893617021276,8.0,current visible FLOOD RTL scale,512.0,256.0,1024.0,512.0,0.0,0.0,0.0,16.0,1586.0,1586.0,1.687234,0.706179,1.0
synthetic_unet_trace,trace_conv_018,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv_shortcut,conv,1 16 16 128 64 1 1 0,equal_peak_dense,1120.0,1.1914893617021276,8.0,equal peak MAC/cycle normalization only,64.0,32.0,128.0,64.0,0.0,0.0,0.0,2.0,194.0,194.0,0.206383,5.773196,1.0
synthetic_unet_trace,trace_conv_018,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv_shortcut,conv,1 16 16 128 64 1 1 0,flood_conservative,1120.0,1.1914893617021276,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,57.6,27.2,108.8,54.4,3.264,2.176,0.0,2.0,180.64,180.64,0.19217,6.200177,1.0
synthetic_unet_trace,trace_conv_018,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv_shortcut,conv,1 16 16 128 64 1 1 0,flood_main,1120.0,1.1914893617021276,8.0,equal peak + main FLOOD paper-level assumptions,48.0,24.0,96.0,48.0,3.84,1.92,0.0,2.0,161.76,161.76,0.172085,6.923838,1.0
synthetic_unet_trace,trace_conv_018,Synthetic_UNet2DCondition_trace,up_blocks.0.resnets.0.conv_shortcut,conv,1 16 16 128 64 1 1 0,flood_aggressive,1120.0,1.1914893617021276,8.0,equal peak + aggressive sensitivity assumptions,38.4,20.8,83.2,41.6,4.16,2.496,0.0,2.0,145.456,145.456,0.15474,7.699923,1.0
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,current_rtl,8001.0,8.511702127659575,8.0,current visible FLOOD RTL scale,18432.0,2304.0,36864.0,2048.0,0.0,0.0,256.0,64.0,39266.0,39266.0,41.77234,0.203764,1.0
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,equal_peak_dense,8001.0,8.511702127659575,8.0,equal peak MAC/cycle normalization only,2304.0,288.0,4608.0,256.0,0.0,0.0,32.0,8.0,4904.0,4904.0,5.217021,1.631525,1.0
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,flood_conservative,8001.0,8.511702127659575,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,2073.6,244.8,3916.8,217.6,117.504,78.336,32.0,8.0,4380.24,4380.24,4.65983,1.826612,1.0
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,flood_main,8001.0,8.511702127659575,8.0,equal peak + main FLOOD paper-level assumptions,1728.0,216.0,3456.0,192.0,138.24,69.12,32.0,8.0,3905.36,3905.36,4.154638,2.048723,1.0
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,flood_aggressive,8001.0,8.511702127659575,8.0,equal peak + aggressive sensitivity assumptions,1382.4,187.2,2995.2,166.4,149.76,89.856,32.0,8.0,3453.216,3453.216,3.673634,2.316971,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,current_rtl,2206.0,2.3468085106382977,8.0,current visible FLOOD RTL scale,2048.0,256.0,4096.0,2048.0,0.0,0.0,0.0,64.0,6242.0,6242.0,6.640426,0.353412,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,equal_peak_dense,2206.0,2.3468085106382977,8.0,equal peak MAC/cycle normalization only,256.0,32.0,512.0,256.0,0.0,0.0,0.0,8.0,776.0,776.0,0.825532,2.842784,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,flood_conservative,2206.0,2.3468085106382977,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,230.4,27.2,435.2,217.6,13.056,8.704,0.0,8.0,692.56,692.56,0.736766,3.185284,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,flood_main,2206.0,2.3468085106382977,8.0,equal peak + main FLOOD paper-level assumptions,192.0,24.0,384.0,192.0,15.36,7.68,0.0,8.0,617.04,617.04,0.656426,3.575133,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,flood_aggressive,2206.0,2.3468085106382977,8.0,equal peak + aggressive sensitivity assumptions,153.6,20.8,332.8,166.4,16.64,9.984,0.0,8.0,545.824,545.824,0.580664,4.041596,1.0
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,current_rtl,6246.0,6.64468085106383,8.0,current visible FLOOD RTL scale,4608.0,72.0,18432.0,128.0,0.0,0.0,128.0,0.0,18721.0,18721.0,19.915957,0.333636,0.125
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,equal_peak_dense,6246.0,6.64468085106383,8.0,equal peak MAC/cycle normalization only,576.0,9.0,2304.0,16.0,0.0,0.0,16.0,0.0,2336.0,2336.0,2.485106,2.673801,0.125
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,flood_conservative,6246.0,6.64468085106383,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,518.4,7.65,1958.4,13.6,58.752,39.168,16.0,0.0,2095.92,2095.92,2.229702,2.980076,0.125
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,flood_main,6246.0,6.64468085106383,8.0,equal peak + main FLOOD paper-level assumptions,432.0,6.75,1728.0,12.0,69.12,34.56,16.0,0.0,1869.68,1869.68,1.989021,3.340679,0.125
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,flood_aggressive,6246.0,6.64468085106383,8.0,equal peak + aggressive sensitivity assumptions,345.6,5.85,1497.6,10.4,74.88,44.928,16.0,0.0,1655.808,1655.808,1.761498,3.772176,0.125
