workload_id,cycle,spatial_idx,cin_idx,phase,rule
gemm_001_op_00000,0,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,1,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,2,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,3,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,4,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,5,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,6,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,7,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,8,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,9,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,10,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,11,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,12,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,13,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,14,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,15,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,16,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,17,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,18,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,19,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,20,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,21,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,22,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,23,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,24,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,25,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,26,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,27,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,28,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,29,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,30,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,31,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,32,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,33,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,34,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,35,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,36,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,37,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,38,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,39,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,40,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,41,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,42,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,43,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,44,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,45,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,46,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,47,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,48,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,49,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,50,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,51,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,52,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,53,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,54,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,55,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,56,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,57,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,58,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,59,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,60,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,61,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,62,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,63,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,64,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,65,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,66,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,67,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,68,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
gemm_001_op_00000,69,0,0,first_spatial_first_cin_startup,k1_group16_spatial_reuse_v8
